"","id","host_id","host_acceptance_rate","host_listings_count","host_verifications","accommodates","bathrooms","beds","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_l30d","first_review","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","p_host_acceptance_rate","n_days_since","flag_days_since","flag_reviews_per_month","flag_number_of_reviews","flag_review_scores_rating","f_neighbourhood_cleansed","f_property_type","price_daily","ln_price","accommodates2","ln_review_scores_rating","n_days_since2","n_days_since3","n_accommodates2","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","f_bathroom","f_number_of_reviews","f_minimum_nights","tv","heating","wifi","coffee_maker","AC","refrigerator","microwave","hot_water","long_term_stay"
"95",560719,2757155,83,1,"['email', 'phone']",3,1,2,4,90,"1",0,0,0,208,"2022-12-30",143,1,"2012-09-02",4.87,"0",1,1.14,83,3771,0,0,0,0,"Frederiksberg","Condominium",189,5.24174701505964,9,1.5830939370945,14220441,53625283011,9,"0","1","1","1","2","3",1,1,1,0,0,0,0,1,1
"96",300482,1517376,50,2,"['email', 'phone', 'work_email']",4,1,2,3,20,"1",0,0,0,0,"2022-12-30",6,0,"2017-09-22",5,"0",2,0.09,50,1925,0,0,0,0,"Amager Vest","Condominium",168,5.12396397940326,16,1.6094379124341,3705625,7133328125,16,"0","1","1","1","1","3",1,1,1,0,0,1,1,1,0
"97",812320,4270618,0,1,"['email', 'phone']",4,1,3,3,1125,"1",29,59,89,364,"2022-12-30",5,0,"2013-06-11",4,"0",1,0.04,0,3489,0,0,0,0,"Indre By","Entire Unit",320,5.76832099579377,16,1.38629436111989,12173121,42472019169,16,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,1
"98",569641,2713760,100,1,"['email', 'phone']",3,1,2,1,8,"1",11,27,44,180,"2022-12-30",22,1,"2016-06-02",5,"0",1,0.27,100,2402,0,0,0,0,"Amager Vest","Entire Unit",156,5.04985600724954,9,1.6094379124341,5769604,13858588808,9,"1","1","1","1","1","1",1,1,1,1,0,1,0,0,0
"99",569909,2804772,79,1,"['email', 'phone']",2,1,1,4,1123,"1",0,0,0,0,"2022-12-30",62,0,"2012-07-24",4.6,"0",1,0.49,79,3811,0,0,0,0,"sterbro","Entire Unit",100,4.60517018598809,4,1.52605630349505,14523721,55349900731,4,"0","1","1","1","2","3",0,1,1,1,0,1,0,1,1
"100",572066,2031110,70,1,"['phone']",2,1,1,3,1125,"1",0,0,0,0,"2022-12-30",42,0,"2012-08-19",4.64,"0",1,0.33,70,3785,0,0,0,0,"Nrrebro","Entire Unit",52,3.95124371858143,4,1.53471436623816,14326225,54224761625,4,"0","1","1","1","1","3",0,0,0,0,0,0,0,1,1
"101",575705,2837337,53,2,"['email', 'phone']",4,1,3,2,21,"1",0,0,0,0,"2022-12-30",19,0,"2013-07-09",4.95,"0",2,0.16,53,3461,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",175,5.16478597392351,16,1.5993875765806,11978521,41457661181,16,"1","1","1","1","1","2",1,1,1,0,0,1,1,1,0
"102",576523,2674708,67,1,"['email', 'phone']",4,1,3,3,30,"1",0,0,0,0,"2022-12-30",26,0,"2012-10-21",4.85,"0",1,0.21,67,3722,0,0,0,0,"Nrrebro","Entire Unit",154,5.03695260241363,16,1.57897870494939,13853284,51561923048,16,"0","0","1","1","1","3",1,1,1,1,0,1,0,1,1
"103",302659,1558474,100,1,"['email', 'phone']",4,1,1,2,30,"1",0,0,0,0,"2022-12-30",18,0,"2018-09-30",4.78,"1",1,0.35,100,1552,0,0,0,0,"Amager st","Entire Unit",84,4.43081679884331,16,1.56444054650336,2408704,3738308608,16,"0","1","1","1","1","2",0,1,0,0,0,1,0,1,1
"104",304278,1565799,55,1,"['email', 'phone']",5,1,5,5,30,"1",0,0,6,7,"2022-12-30",45,0,"2012-04-12",4.84,"0",1,0.34,55,3914,0,0,0,0,"Nrrebro","Entire Unit",119,4.77912349311153,25,1.57691472072854,15319396,59960115944,25,"0","0","1","1","1","3",1,1,1,0,0,1,1,1,1
"105",816608,2170713,50,1,"['email', 'phone']",2,1,1,82,89,"1",0,0,0,1,"2022-12-30",33,1,"2013-05-28",4.39,"0",1,0.28,50,3503,0,0,0,0,"Amager st","Entire Unit",60,4.0943445622221,4,1.47932922708708,12271009,42985344527,4,"0","0","1","1","1","3",0,1,1,0,0,0,0,1,1
"106",818170,4173445,60,1,"['email', 'phone']",6,1.5,5,5,21,"1",8,14,14,196,"2022-12-30",11,0,"2015-01-01",4.45,"0",1,0.11,60,2920,0,0,0,0,"Bispebjerg","Condominium",171,5.14166355650266,36,1.49290409617815,8526400,24897088000,36,"0","1","1","1","1","3",0,1,1,0,0,1,1,1,0
"107",586421,443681,100,3,"['email', 'phone', 'work_email']",6,1,4,5,31,"1",10,13,13,13,"2022-12-30",78,0,"2012-08-20",4.86,"0",1,0.62,100,3784,0,0,0,0,"Indre By","Entire Unit",246,5.50533153593236,36,1.5810384379124,14318656,54181794304,36,"1","1","1","1","2","3",1,1,1,1,0,1,0,1,1
"108",598042,2242384,40,1,"['email', 'phone']",2,1,2,6,20,"1",27,57,87,177,"2022-12-30",13,0,"2016-08-14",4.73,"0",1,0.17,40,2329,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",146,4.98360662170834,4,1.55392520250384,5424241,12633057289,4,"0","0","1","1","1","3",1,1,1,0,0,1,0,1,0
"109",313003,1606895,88,1,"['email', 'phone']",3,1.5,3,2,14,"1",30,60,90,365,"2022-12-30",28,0,"2012-01-30",4.93,"0",1,0.21,88,3987,0,0,0,0,"Indre By","Condominium",560,6.32793678372919,9,1.5953389880546,15896169,63378025803,9,"0","1","1","1","1","2",1,1,1,0,0,0,0,1,0
"110",598936,2963274,100,1,"['email', 'phone']",4,1,2,2,10,"1",0,0,0,112,"2022-12-30",32,0,"2014-05-11",4.73,"0",1,0.3,100,3155,0,0,0,0,"Indre By","Entire Unit",190,5.24702407216049,16,1.55392520250384,9954025,31404948875,16,"0","0","1","1","1","2",1,1,1,1,0,1,0,1,0
"112",819027,4301802,0,1,"['email', 'phone', 'work_email']",2,1,1,10,1125,"1",0,0,0,215,"2022-12-30",27,0,"2013-12-16",4.59,"0",1,0.25,0,3301,0,0,0,0,"Indre By","Entire Unit",88,4.47733681447821,4,1.52388002407245,10896601,35969679901,4,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"113",313237,422780,100,2,"['email', 'phone']",6,1,3,6,1125,"1",0,8,8,137,"2022-12-30",62,0,"2012-05-15",4.79,"1",2,0.48,100,3881,0,0,0,0,"Valby","Entire Unit",119,4.77912349311153,36,1.56653041142282,15062161,58456246841,36,"0","1","1","1","2","3",1,1,1,1,0,1,0,1,1
"114",820869,4310887,33,1,"['email', 'phone']",5,1,4,5,1125,"1",1,1,1,62,"2022-12-30",58,0,"2013-07-31",4.97,"0",1,0.51,33,3439,0,0,0,0,"Indre By","Entire Unit",196,5.27811465923052,25,1.60341984010854,11826721,40672093519,25,"0","1","1","1","2","3",1,1,1,1,0,1,0,1,1
"115",617493,3060423,90,3,"['email', 'phone']",4,2,2,2,30,"1",28,50,50,50,"2022-12-30",77,2,"2012-10-22",4.92,"0",1,0.62,90,3721,0,0,0,0,"Indre By","Entire Unit",338,5.82304589548302,16,1.59330853050422,13845841,51520374361,16,"0","1","1","2","2","2",1,1,1,0,0,1,0,1,1
"116",623736,3093577,57,1,"['email', 'phone']",3,1,2,3,7,"1",28,58,88,363,"2022-12-30",48,0,"2012-09-17",4.83,"0",1,0.38,57,3756,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",189,5.24174701505964,9,1.57484646766448,14107536,52987905216,9,"0","0","1","1","1","3",0,1,1,1,0,1,0,0,0
"117",836255,4371454,100,3,"['email', 'phone']",4,1,4,3,1125,"1",0,0,0,0,"2022-12-30",13,0,"2014-10-15",4.92,"0",2,0.13,100,2998,0,0,0,0,"Indre By","Entire Unit",135,4.90527477843843,16,1.59330853050422,8988004,26946035992,16,"0","0","1","1","1","3",1,1,1,1,0,1,0,1,1
"118",334127,1702034,100,1,"['email', 'phone']",2,1,1,4,30,"1",0,0,0,88,"2022-12-30",118,0,"2012-05-23",4.88,"0",1,0.91,100,3873,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",140,4.9416424226093,4,1.58514521986506,15000129,58095499617,4,"0","1","1","1","2","3",1,1,1,1,0,1,0,0,1
"119",629306,3126042,86,2,"['email', 'phone']",2,1,1,2,7,"1",0,0,0,0,"2022-12-30",109,0,"2013-08-11",4.75,"1",1,0.95,86,3428,0,0,0,0,"Indre By","Entire Unit",153,5.03043792139244,4,1.55814461804655,11751184,40283058752,4,"0","0","1","1","2","2",0,1,1,0,0,0,0,1,0
"120",338928,113348,92,1,"['email', 'phone']",2,1,1,3,1125,"1",0,0,0,0,"2022-12-30",91,0,"2012-07-01",4.91,"0",1,0.71,92,3834,0,0,0,0,"Nrrebro","Entire Unit",111,4.70953020131233,4,1.59127394180643,14699556,56358097704,4,"1","1","1","1","2","3",1,0,0,1,0,1,1,1,1
"121",855758,4472213,50,1,"['email', 'phone']",2,1,1,7,1095,"1",1,1,1,1,"2022-12-30",10,1,"2016-05-22",5,"0",1,0.12,50,2413,0,0,0,0,"Indre By","Entire Unit",91,4.51085950651685,4,1.6094379124341,5822569,14049858997,4,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,1
"122",646086,3236955,93,1,"['email', 'phone']",2,1,1,2,4,"1",10,22,23,23,"2022-12-30",7,0,"2022-07-02",5,"0",1,1.15,93,181,0,0,0,0,"Indre By","Condominium",273,5.60947179518496,4,1.6094379124341,32761,5929741,4,"0","0","1","1","1","2",1,0,1,1,0,1,0,1,0
"123",339126,1589153,97,1,"['email', 'phone']",5,1.5,3,3,1125,"1",10,30,48,209,"2022-12-30",71,0,"2012-06-04",4.87,"0",1,0.55,97,3861,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",344,5.8406416573734,25,1.5830939370945,14907321,57557166381,25,"0","1","1","1","2","3",1,0,0,1,0,1,0,1,1
"125",649303,3258314,60,1,"['email', 'phone']",3,1,2,5,22,"1",6,19,32,203,"2022-12-30",21,0,"2012-11-07",4.86,"0",1,0.17,60,3705,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",140,4.9416424226093,9,1.5810384379124,13727025,50858627625,9,"0","0","1","1","1","3",0,1,1,0,0,1,0,1,0
"126",858020,4486126,33,1,"['email', 'phone']",4,1,2,4,8,"1",0,0,0,0,"2022-12-30",93,0,"2013-02-26",4.66,"0",1,0.78,33,3594,0,0,0,0,"Bispebjerg","Entire Unit",53,3.97029191355212,16,1.53901544813755,12916836,46423108584,16,"0","1","1","1","2","3",1,1,0,1,0,1,1,1,0
"127",859185,4497809,0,1,"['email', 'phone']",3,1,2,5,1125,"1",28,28,28,180,"2022-12-30",1,0,"2018-08-12",5,"0",1,0.02,0,1601,0,0,0,0,"Indre By","Entire Unit",147,4.99043258677874,9,1.6094379124341,2563201,4103684801,9,"0","0","1","1","1","3",1,1,1,0,0,0,0,0,1
"128",866427,4438772,47,2,"['email', 'phone', 'work_email']",5,1,2,2,5,"1",1,30,60,240,"2022-12-30",60,0,"2014-05-05",4.76,"0",1,0.57,47,3161,0,0,0,0,"Indre By","Condominium",463,6.13772705408623,25,1.56024766824333,9991921,31584462281,25,"0","1","1","1","2","2",1,0,0,1,0,1,1,1,0
"129",650825,136212,100,1,"['email', 'phone']",2,1,1,1,15,"1",0,0,29,29,"2022-12-30",148,0,"2013-09-02",4.81,"0",1,1.3,100,3406,0,0,0,0,"Valby","Entire Unit",113,4.72738781871234,4,1.57069708411767,11600836,39512447416,4,"0","1","1","1","2","1",1,1,1,1,0,1,0,1,0
"130",655146,3297383,100,1,"['email', 'phone']",4,1,3,6,34,"1",28,58,88,363,"2022-12-30",41,0,"2012-10-24",4.78,"0",1,0.33,100,3719,0,0,0,0,"Frederiksberg","Entire Unit",252,5.52942908751142,16,1.56444054650336,13830961,51437343959,16,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,1
"131",656475,896126,50,2,"['email', 'phone', 'work_email']",5,1.5,3,4,150,"1",0,6,6,6,"2022-12-30",33,0,"2013-05-11",4.94,"0",1,0.28,50,3520,0,0,0,0,"Nrrebro","Entire Unit",126,4.83628190695148,25,1.59736533119983,12390400,43614208000,25,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"133",867964,4569395,29,1,"['email', 'phone']",2,1,1,5,365,"1",0,0,0,222,"2022-12-30",11,0,"2015-12-01",4.7,"0",1,0.13,29,2586,0,0,0,0,"Nrrebro","Entire Unit",138,4.92725368515721,4,1.54756250871601,6687396,17293606056,4,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,1
"134",341822,1734238,57,1,"['email', 'phone']",2,1,1,2,3,"1",21,40,69,344,"2022-12-30",211,0,"2012-03-01",4.73,"0",1,1.6,57,3956,0,0,0,0,"Indre By","Entire Unit",228,5.42934562895444,4,1.55392520250384,15649936,61911146816,4,"0","0","1","1","2","2",1,1,0,1,0,1,1,1,0
"135",871418,2121808,17,1,"['email', 'phone', 'work_email']",5,2,5,6,8,"1",0,29,59,149,"2022-12-30",21,0,"2013-05-12",4.89,"0",1,0.18,17,3519,0,0,0,0,"Vesterbro-Kongens Enghave","Loft",294,5.68357976733868,25,1.58719230348678,12383361,43577047359,25,"0","1","1","2","1","3",1,1,1,0,0,1,1,1,0
"136",343137,1741097,33,1,"['email', 'phone']",4,1,4,3,14,"1",27,57,87,349,"2022-12-30",28,0,"2012-05-04",5,"0",1,0.22,33,3892,0,0,0,0,"Frederiksberg","Entire Unit",279,5.63121178182137,16,1.6094379124341,15147664,58954708288,16,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,0
"137",663246,3348555,79,1,"['email', 'phone']",4,1,2,3,1125,"1",27,57,87,359,"2022-12-30",105,0,"2012-09-27",4.47,"0",1,0.84,79,3746,0,0,0,0,"Nrrebro","Entire Unit",190,5.24702407216049,16,1.49738840862548,14032516,52565804936,16,"1","1","1","1","2","3",0,1,1,0,0,1,0,1,1
"138",346877,973643,100,1,"['email', 'phone']",4,1,1,6,40,"1",0,0,0,0,"2022-12-30",3,0,"2013-05-31",4.67,"0",1,0.03,100,3500,0,0,0,0,"Indre By","Condominium",140,4.9416424226093,16,1.54115907168081,12250000,4.2875e+10,16,"0","1","1","1","1","3",1,1,1,0,0,1,1,1,1
"139",355841,969340,50,2,"['phone']",4,1,4,4,14,"1",28,58,88,178,"2022-12-30",26,0,"2013-06-04",4.92,"0",1,0.22,50,3496,0,0,0,0,"Frederiksberg","Entire Unit",260,5.56068163101553,16,1.59330853050422,12222016,42728167936,16,"0","1","1","1","1","3",0,1,1,1,0,1,0,1,0
"140",893168,4397986,25,1,"['email', 'phone']",2,1,2,7,14,"1",0,0,0,182,"2022-12-30",53,0,"2013-03-11",4.74,"0",1,0.44,25,3581,0,0,0,0,"Nrrebro","Entire Unit",98,4.58496747867057,4,1.55603713570699,12823561,45921171941,4,"0","1","1","1","2","3",1,1,1,1,0,1,1,1,0
"141",893639,4430474,7,1,"['email', 'phone']",2,1,2,5,30,"1",29,59,89,364,"2022-12-30",65,0,"2013-08-06",4.34,"0",1,0.57,7,3433,0,0,0,0,"Amager st","Entire Unit",136,4.91265488573605,4,1.46787434811231,11785489,40459583737,4,"0","1","1","1","2","3",0,1,1,1,0,1,1,1,1
"142",667842,3379324,90,2,"['email', 'phone', 'work_email']",4,1,3,3,365,"1",4,5,5,8,"2022-12-30",45,0,"2012-09-04",4.89,"0",1,0.36,90,3769,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",208,5.33753807970132,16,1.58719230348678,14205361,53540005609,16,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"143",356861,1744067,96,1,"['email', 'phone']",4,1,3,4,100,"1",0,7,7,82,"2022-12-30",97,0,"2012-04-14",4.71,"0",1,0.74,96,3912,0,0,0,0,"Amager Vest","Entire Unit",168,5.12396397940326,16,1.54968790802833,15303744,59868246528,16,"0","1","1","1","2","3",1,1,1,1,0,1,1,1,1
"145",894420,4761790,100,1,"['email']",4,1,3,2,58,"1",8,33,49,220,"2022-12-30",437,3,"2013-04-05",4.84,"0",1,3.69,100,3556,0,0,0,0,"Indre By","Entire Unit",228,5.42934562895444,16,1.57691472072854,12645136,44966103616,16,"1","1","1","1","2","2",1,1,1,1,0,1,0,1,1
"146",362318,1831052,100,1,"['email', 'phone']",3,1,1,4,14,"1",1,1,1,1,"2022-12-30",80,0,"2012-05-08",4.91,"0",1,0.62,100,3888,0,0,0,0,"Nrrebro","Entire Unit",81,4.39444915467244,9,1.59127394180643,15116544,58773123072,9,"0","1","1","1","2","3",1,1,1,0,0,1,1,1,0
"147",895117,4767055,93,1,"['email', 'phone']",4,1,2,5,20,"1",14,19,27,57,"2022-12-30",153,3,"2013-04-09",4.82,"0",1,1.29,93,3552,0,0,0,0,"Nrrebro","Entire Unit",197,5.28320372873799,16,1.57277392806251,12616704,44814532608,16,"1","1","1","1","2","3",0,1,1,0,0,1,0,1,0
"148",677453,11718,29,1,"['email', 'phone']",3,1,2,5,1125,"1",3,3,12,12,"2022-12-30",16,0,"2013-12-09",4.85,"0",1,0.15,29,3308,0,0,0,0,"Indre By","Entire Unit",140,4.9416424226093,9,1.57897870494939,10942864,36198994112,9,"0","0","1","1","1","3",0,1,1,0,0,1,1,1,1
"149",369967,1857021,56,1,"['email', 'phone', 'work_email']",2,1,1,4,30,"1",22,52,82,172,"2022-12-30",301,1,"2012-04-05",4.71,"0",1,2.3,56,3921,0,0,0,0,"Frederiksberg","Entire Unit",120,4.78749174278205,4,1.54968790802833,15374241,60282398961,4,"0","1","1","1","2","3",1,1,1,1,0,1,0,1,1
"150",391758,1959010,74,1,"['email', 'phone']",4,1,4,2,1125,"1",0,0,0,214,"2022-12-30",83,0,"2012-04-12",4.79,"0",1,0.64,74,3914,0,0,0,0,"Nrrebro","Entire Unit",93,4.53259949315326,16,1.56653041142282,15319396,59960115944,16,"0","1","1","1","2","2",0,1,1,0,0,0,1,1,1
"151",936678,5056699,64,2,"['email', 'phone', 'work_email']",6,1,1,4,120,"1",27,57,87,242,"2022-12-30",40,0,"2014-05-07",4.39,"0",2,0.38,64,3159,0,0,0,0,"Frederiksberg","Entire Unit",154,5.03695260241363,36,1.47932922708708,9979281,31524548679,36,"0","1","1","1","1","3",0,1,1,0,0,1,0,1,1
"152",395154,748960,100,1,"['email', 'phone']",2,1,1,10,21,"1",0,0,0,0,"2022-12-30",11,0,"2012-08-13",4.73,"0",1,0.09,100,3791,0,0,0,0,"Indre By","Entire Unit",140,4.9416424226093,4,1.55392520250384,14371681,54483042671,4,"0","0","1","1","1","3",0,1,1,1,0,1,0,1,0
"153",937255,2474622,29,1,"['email', 'phone']",4,1,1,10,30,"1",25,55,85,85,"2022-12-30",12,0,"2018-03-05",5,"0",1,0.2,29,1761,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",192,5.25749537202778,16,1.6094379124341,3101121,5461074081,16,"0","1","1","1","1","3",1,0,0,1,0,1,0,1,1
"154",907655,4688480,20,1,"['email', 'phone', 'work_email']",6,2,6,14,1125,"1",22,52,82,357,"2022-12-30",38,0,"2013-03-19",4.89,"0",1,0.32,20,3573,0,0,0,0,"Frederiksberg","Entire Unit",248,5.51342874616498,36,1.58719230348678,12766329,45614093517,36,"0","1","1","2","1","3",1,1,1,0,0,1,0,0,1
"155",401665,2004938,55,1,"['email', 'phone']",2,1,1,4,14,"1",11,19,29,232,"2022-12-30",46,0,"2013-08-18",4.54,"0",1,0.4,55,3421,0,0,0,0,"sterbro","Entire Unit",105,4.65396035015752,4,1.51292701205326,11703241,40036787461,4,"0","1","1","1","1","3",0,1,0,1,0,1,0,1,0
"156",911298,4586499,20,1,"['email', 'phone']",4,1,2,3,552,"1",0,0,0,0,"2022-12-30",101,0,"2013-02-18",4.79,"0",1,0.84,20,3602,0,0,0,0,"Amager Vest","Condominium",250,5.52146091786225,16,1.56653041142282,12974404,46733803208,16,"0","0","1","1","2","3",1,1,1,1,0,1,1,1,1
"157",940284,4252325,97,4,"['email', 'phone']",2,1,1,2,60,"1",2,10,16,16,"2022-12-30",290,2,"2013-04-03",4.67,"0",3,2.44,97,3558,0,0,0,0,"Indre By","Entire Unit",156,5.04985600724954,4,1.54115907168081,12659364,45042017112,4,"0","1","1","1","2","2",0,1,1,1,0,1,0,1,1
"158",406081,2023659,67,1,"['email', 'phone']",5,1,3,5,21,"1",0,0,0,182,"2022-12-30",1,0,"2022-07-25",5,"0",1,0.19,67,158,0,0,0,0,"sterbro","Condominium",245,5.50125821054473,25,1.6094379124341,24964,3944312,25,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,0
"159",940701,5084338,100,1,"['email', 'phone', 'work_email']",4,1.5,1,3,14,"1",0,0,0,0,"2022-12-30",14,0,"2014-08-04",4.85,"1",1,0.14,100,3070,0,0,0,0,"Valby","Entire Unit",126,4.83628190695148,16,1.57897870494939,9424900,28934443000,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,1,0
"160",911531,4891242,100,1,"['email', 'phone', 'work_email']",2,1,1,4,1125,"1",0,0,0,0,"2022-12-30",94,0,"2013-04-02",4.82,"0",1,0.79,100,3559,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",119,4.77912349311153,4,1.57277392806251,12666481,45080005879,4,"0","1","1","1","2","3",0,1,1,0,0,0,0,1,1
"161",920846,1976438,56,2,"['email', 'phone', 'work_email']",5,1,3,3,1125,"1",0,0,0,0,"2022-12-30",43,0,"2014-06-01",4.71,"1",1,0.41,56,3134,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",119,4.77912349311153,25,1.54968790802833,9821956,30782010104,25,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,1
"162",432409,2150016,22,1,"['email', 'phone']",2,1,2,3,1125,"1",28,58,88,88,"2022-12-30",21,0,"2013-08-19",4.56,"0",1,0.18,22,3420,0,0,0,0,"Indre By","Entire Unit",208,5.33753807970132,4,1.51732262352629,11696400,40001688000,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"163",441719,2191358,30,1,"['email', 'phone']",6,1,4,3,1125,"1",0,6,6,23,"2022-12-30",33,0,"2012-07-14",4.94,"0",1,0.26,30,3821,0,0,0,0,"Nrrebro","Entire Unit",203,5.31320597904179,36,1.59736533119983,14600041,55786756661,36,"1","1","1","1","1","3",0,1,1,1,0,1,0,1,1
"164",926867,4987386,100,1,"['email', 'phone']",5,1,5,5,365,"1",13,35,55,285,"2022-12-30",15,0,"2019-07-08",5,"0",1,0.35,100,1271,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",279,5.63121178182137,25,1.6094379124341,1615441,2053225511,25,"1","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"165",441763,2005060,67,1,"['email', 'phone']",5,1,3,3,20,"1",0,0,0,0,"2022-12-30",41,0,"2013-04-01",4.73,"0",1,0.35,67,3560,0,0,0,0,"Nrrebro","Condominium",126,4.83628190695148,25,1.55392520250384,12673600,45118016000,25,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,0
"167",946970,4857790,94,1,"['email', 'phone']",4,1,2,2,30,"1",0,8,18,126,"2022-12-30",113,1,"2013-04-22",4.86,"0",1,0.96,94,3539,0,0,0,0,"Nrrebro","Condominium",141,4.94875989037817,16,1.5810384379124,12524521,44324279819,16,"1","1","1","1","2","2",0,1,1,1,0,1,0,1,1
"168",947057,1646443,44,1,"['email', 'phone']",6,1,5,3,30,"1",14,23,23,274,"2022-12-30",49,0,"2013-03-06",4.78,"0",1,0.41,44,3586,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",335,5.81413053182507,36,1.56444054650336,12859396,46113794056,36,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"169",951289,5161243,0,1,"['email', 'phone']",4,1,1,4,1125,"1",0,0,0,0,"2022-12-30",65,0,"2013-03-31",4.78,"0",1,0.55,0,3561,0,0,0,0,"Nrrebro","Entire Unit",91,4.51085950651685,16,1.56444054650336,12680721,45156047481,16,"0","1","1","1","2","3",1,1,1,0,0,1,1,1,1
"171",1128960,5652210,0,1,"['email', 'phone']",2,1,1,7,1125,"1",0,28,58,333,"2022-12-30",20,0,"2013-06-23",4.82,"0",1,0.17,0,3477,0,0,0,0,"Nrrebro","Entire Unit",91,4.51085950651685,4,1.57277392806251,12089529,42035292333,4,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"172",1293663,126398,39,1,"['email', 'phone']",2,1,1,5,14,"1",0,15,45,45,"2022-12-30",82,0,"2014-05-27",4.88,"0",1,0.78,39,3139,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",158,5.06259503302697,4,1.58514521986506,9853321,30929574619,4,"0","1","1","1","2","3",1,1,1,1,0,1,0,1,0
"173",1130298,6201106,100,1,"['email', 'phone']",3,1,1,3,1125,"1",14,32,59,138,"2022-12-30",12,1,"2022-09-06",5,"0",1,3.1,100,115,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",133,4.89034912822175,9,1.6094379124341,13225,1520875,9,"0","1","1","1","1","3",1,0,0,1,0,1,1,1,1
"174",1130971,6204966,47,1,"['email', 'phone']",6,1,4,6,1125,"1",0,0,0,238,"2022-12-30",58,0,"2015-07-10",4.8,"0",1,0.64,47,2730,0,0,0,0,"sterbro","Entire Unit",177,5.17614973257383,36,1.56861591791385,7452900,20346417000,36,"0","1","1","1","2","3",1,1,1,1,0,1,1,1,1
"175",1294713,7039660,71,2,"['email', 'phone']",6,1,4,7,125,"1",27,57,87,177,"2022-12-30",17,0,"2014-07-01",4.81,"0",1,0.16,71,3104,0,0,0,0,"Nrrebro","Entire Unit",462,6.13556489108174,36,1.57069708411767,9634816,29906468864,36,"1","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"176",1133090,3338531,17,1,"['email', 'phone']",4,2,4,90,150,"1",0,0,0,166,"2022-12-30",9,0,"2014-04-29",4.78,"0",1,0.09,17,3167,0,0,0,0,"Nrrebro","Entire Unit",167,5.11799381241676,16,1.56444054650336,10029889,31764658463,16,"0","1","1","2","1","3",1,1,1,0,0,0,0,1,1
"178",964454,5268258,86,1,"['email', 'phone']",2,1,1,3,30,"1",0,0,0,24,"2022-12-30",115,0,"2013-04-01",4.9,"0",1,0.97,86,3560,0,0,0,0,"Indre By","Entire Unit",126,4.83628190695148,4,1.58923520511658,12673600,45118016000,4,"0","1","1","1","2","3",1,1,1,0,0,1,1,0,1
"179",1134831,4319664,100,1,"['email', 'phone']",5,1,2,3,1125,"1",0,0,0,56,"2022-12-30",53,0,"2013-07-28",4.92,"0",1,0.46,100,3442,0,0,0,0,"Nrrebro","Entire Unit",182,5.2040066870768,25,1.59330853050422,11847364,40778626888,25,"0","1","1","1","2","3",0,1,1,0,0,1,1,1,1
"180",965131,5224894,50,1,"['email', 'phone']",4,1,2,1,1125,"1",4,34,43,43,"2022-12-31",37,1,"2013-05-05",4.92,"0",1,0.31,50,3527,0,0,0,0,"Indre By","Entire Unit",168,5.12396397940326,16,1.59330853050422,12439729,43874924183,16,"0","1","1","1","1","1",0,1,1,1,0,1,0,1,1
"181",1142426,603035,75,1,"['email', 'phone']",2,1,2,6,1125,"1",0,0,0,0,"2022-12-30",74,0,"2013-07-22",4.57,"0",1,0.64,75,3448,0,0,0,0,"Nrrebro","Entire Unit",123,4.81218435537242,4,1.51951320490611,11888704,40992251392,4,"0","1","1","1","2","3",0,1,0,1,0,1,0,1,1
